"","datasetName","Year","Month","individualCount","vernacularName","geometry"
"1037","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.551833, 42.73)
"1038","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-66.55, 43.9463)
"1039",NA,"2006","10",NA,"squid long finned",c(-69.9697745421001, 43.5551451034768)
"1040","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.759667, 42.421833)
"1041","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"1042",NA,"2014","09",NA,"squid long finned",c(-70.4182754579418, 43.0338902369816)
"1043",NA,"2019","10",NA,"squid long finned",c(-69.2382689097575, 43.8767886556253)
"1044",NA,"2007","10","33",NA,c(-70.75745, 42.85339)
"1045","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2016","07",NA,NA,c(-66.6698, 44.7352)
"1046",NA,"2017","05",NA,"squid long finned",c(-67.8453905531762, 44.2402002517944)
"1047",NA,"2012","05",NA,"squid long finned",c(-70.6403004819963, 42.9130952470561)
"1048",NA,"2016","10",NA,"squid long finned",c(-69.4514002793905, 43.7263400298479)
"1049",NA,"2008","10",NA,"squid long finned",c(-67.7652905548941, 44.2100451596732)
"1050",NA,"2016","05",NA,"squid long finned",c(-69.2820253730229, 43.8522501311897)
"1051",NA,"2016","10",NA,"squid long finned",c(-69.843520588225, 43.4550701901965)
"1052",NA,"2006","10","50",NA,c(-70.46666, 42.65999)
"1053",NA,"2014","10",NA,"squid long finned",c(-67.3037104045785, 44.5265653327561)
"1054","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.243167, 42.6935)
"1055",NA,"2014","06",NA,"squid long finned",c(-67.7227298133782, 44.4561450174272)
"1056",NA,"2017","10",NA,"squid long finned",c(-68.5408751157209, 44.3363250089949)
"1057",NA,"2019","09",NA,"squid long finned",c(-70.4355101430765, 43.0537658175519)
"1058",NA,"2011","10",NA,"squid long finned",c(-69.0506901740769, 44.1489750207735)
"1059",NA,"2014","10",NA,"squid long finned",c(-67.5086901818132, 44.4783750217267)
"1060",NA,"2008","10",NA,"squid long finned",c(-68.4473652058246, 43.9382350190287)
"1061","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.638, 42.5917)
"1062",NA,"2010","10",NA,"squid long finned",c(-68.5356005426705, 44.3839502120807)
"1063",NA,"2006","10",NA,"squid long finned",c(-69.0447751680743, 44.1138100146624)
"1064","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1065",NA,"2007","10",NA,"squid long finned",c(-68.2424499023718, 44.0129200073198)
"1066","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1067",NA,"2008","10",NA,"squid long finned",c(-68.7923249188457, 43.8868400079432)
"1068",NA,"2012","05",NA,"squid long finned",c(-67.7450754937334, 44.4126751598958)
"1069",NA,"2000","04","3",NA,c(-66.48617, 43.74767)
"1070","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.8562, 43.555)
"1071",NA,"2017","10",NA,"squid long finned",c(-70.5678254161736, 43.2644001509873)
"1072","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","02",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.478333, 42.220667)
"1073",NA,"2008","10",NA,"squid long finned",c(-70.2004505479112, 43.5075851749103)
"1074",NA,"2000","12",NA,"squid long finned",c(-67.201800852175, 44.6125015976686)
"1075","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.759667, 42.421833)
"1076","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-65.6125, 42.5888)
"1077",NA,"2018","05",NA,"squid long finned",c(-68.3450354279771, 43.9573751882077)
"1078","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1079",NA,"2007","06",NA,"squid long finned",c(-68.2161244613261, 44.4364151692154)
"1080",NA,"2009","06",NA,"squid long finned",c(-67.5383955308752, 44.3906902660269)
"1081","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1082",NA,"2009","10",NA,"squid long finned",c(-69.1130754431296, 43.7779550763836)
"1083","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.238333, 42.349167)
"1084",NA,"2000","04","1",NA,c(-66.47183, 42.479)
"1085",NA,"2006","10","155",NA,c(-70.62215, 42.876)
"1086",NA,"2005","10",NA,"squid long finned",c(-68.913165464764, 44.2390000857726)
"1087",NA,"2018","10",NA,"squid long finned",c(-70.4534902958212, 42.9367203020429)
"1088",NA,"2012","05",NA,"squid long finned",c(-67.7039505084017, 44.2984902130563)
"1089",NA,"2011","10",NA,"squid long finned",c(-69.7780752846451, 43.567255066413)
"1090",NA,"2012","09",NA,"squid long finned",c(-70.3875603100702, 43.0322250431115)
"1091",NA,"2002","11",NA,"squid long finned",c(-68.6312155011439, 43.9066252019612)
"1092",NA,"2000","11",NA,"squid long finned",c(-68.929900015035, 43.8462000019538)
"1093","MARITIMES SPRING RESEARCH VESSEL SURVEY","2020","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.426, 42.6985)
"1094",NA,"2002","10","4",NA,c(-70.35733, 43.12983)
"1095",NA,"2019","10",NA,"squid long finned",c(-69.218946621784, 43.7689641832281)
"1096","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"1097",NA,"2008","11","1",NA,c(-69.39551, 43.27227)
"1098","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1099","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1100",NA,"2011","10",NA,"squid long finned",c(-69.7284449228471, 43.7368750061442)
"1101",NA,"2016","10",NA,"squid long finned",c(-68.4684496467378, 44.2742851638929)
"1102","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1103","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","08",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.385167, 42.296333)
"1104",NA,"2001","10",NA,"squid long finned",c(-68.547650708039, 44.0139002790383)
"1105",NA,"2011","05",NA,"squid long finned",c(-69.5130251673274, 43.6882416829817)
"1106",NA,"2016","10",NA,"squid long finned",c(-69.8528903411654, 43.6924601330653)
"1107",NA,"2011","05",NA,"squid long finned",c(-69.7370836173552, 43.7458666942964)
"1108",NA,"2002","05",NA,"squid long finned",c(-68.7545898691697, 44.1378150107993)
"1109",NA,"2004","10",NA,"squid long finned",c(-69.4649151291978, 43.7682350104223)
"1110","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1111",NA,"2012","10",NA,"squid long finned",c(-68.7926400321883, 43.9336851987774)
"1112",NA,"2006","10",NA,"squid long finned",c(-69.8320250653203, 43.6860500650949)
"1113",NA,"2013","09",NA,"squid long finned",c(-70.2537753438398, 43.1151500537567)
"1114",NA,"2006","10",NA,"squid long finned",c(-70.393575058085, 42.8996753440106)
"1115",NA,"2002","11",NA,"squid long finned",c(-68.7565401979838, 43.9073000235465)
"1116","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1117",NA,"2016","05",NA,"squid long finned",c(-67.6977102112265, 44.5048600450571)
"1118","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.754833, 42.272833)
"1119",NA,"2007","10",NA,"squid long finned",c(-70.2206852920988, 43.4730450359688)
"1120","MARITIMES SPRING RESEARCH VESSEL SURVEY","2015","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.015167, 42.219333)
"1121",NA,"2013","05",NA,"squid long finned",c(-70.6903003949145, 43.0384900782527)
"1122",NA,"2005","10",NA,"squid long finned",c(-69.9981705128805, 43.5515001597809)
"1123","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1124","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1125","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.466667, 44.981333)
"1126","MARITIMES SPRING RESEARCH VESSEL SURVEY","2020","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.945333, 42.499333)
"1127","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1128",NA,"2016","05",NA,"squid long finned",c(-69.2211655581924, 43.8940801636005)
"1129",NA,"2008","10",NA,"squid long finned",c(-69.0420502587118, 43.8315500276358)
"1130",NA,"2018","10",NA,"squid long finned",c(-70.5834502089189, 43.183500021074)
"1131",NA,"2013","10",NA,"squid long finned",c(-68.755285257914, 43.9142700265091)
"1132","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2018","07",NA,NA,c(-66.9453, 44.154)
"1133",NA,"2002","04","1",NA,c(-66.599, 42.60033)
"1134",NA,"2013","10",NA,"squid long finned",c(-68.3952648860999, 44.0195000084046)
"1135","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.55, 43.946333)
"1136",NA,"2019","09",NA,"squid long finned",c(-70.6772659807736, 42.9468880502979)
"1137",NA,"2013","09",NA,"squid long finned",c(-69.9643049917688, 43.5424400038954)
"1138","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1139",NA,"2011","10",NA,"squid long finned",c(-68.5519001659149, 43.942610014763)
"1140","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-66.55, 43.9463)
"1141","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1142",NA,"2017","06",NA,"squid long finned",c(-67.018515855206, 44.7392453000851)
"1143","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.608, 42.905333)
"1144",NA,"2007","10",NA,"squid long finned",c(-67.9124506092017, 44.2507252372812)
"1145",NA,"2011","11",NA,"squid long finned",c(-67.3014802647101, 44.5862804078951)
"1146","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.0153, 42.7127)
"1147",NA,"2017","10",NA,"squid long finned",c(-70.1549105356893, 43.2677602853965)
"1148","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1149",NA,"2019","10",NA,"squid long finned",c(-68.8538789028369, 43.6870856525697)
"1150","MARITIMES SPRING RESEARCH VESSEL SURVEY","2015","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.015167, 42.219333)
"1151",NA,"2013","05",NA,"squid long finned",c(-69.5296900497203, 43.8152500037629)
"1152",NA,"2003","10",NA,"squid long finned",c(-70.7020802178512, 42.9306650992502)
"1153","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-67.1542, 44.1725)
"1154",NA,"2011","05",NA,"squid long finned",c(-70.5745252912473, 43.2640000406427)
"1155",NA,"2002","10","770",NA,c(-70.30117, 42.12717)
"1156","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1157",NA,"2010","10",NA,"squid long finned",c(-68.7555751503255, 43.9117250118294)
"1158","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.961667, 42.219167)
"1159","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.579833, 44.96)
"1160",NA,"2014","10",NA,"squid long finned",c(-69.0448851457405, 43.8000750114434)
"1161",NA,"2012","10",NA,"squid long finned",c(-68.9245354313265, 44.1867500774894)
"1162","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.528, 43.665667)
"1163","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1164",NA,"2013","09",NA,"squid long finned",c(-70.548489730244, 43.202390045517)
"1165",NA,"2011","10",NA,"squid long finned",c(-69.0726700271491, 43.8050600039959)
"1166","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.858667, 42.482333)
"1167",NA,"2013","10",NA,"squid long finned",c(-69.4509752498857, 43.7250550281875)
"1168","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.91, 42.055833)
"1169","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-64.4185, 43.2323)
"1170","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2011","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.271333, 42.219667)
"1171",NA,"2005","11",NA,"squid long finned",c(-68.1287750363965, 44.2931000032743)
"1172",NA,"2012","05",NA,"squid long finned",c(-68.5119647625143, 43.9760953534737)
"1173","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.0153, 42.7127)
"1174","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.666167, 44.915167)
"1175",NA,"2010","10",NA,"squid long finned",c(-68.4117105189659, 43.9177602247138)
"1176",NA,"2019","09",NA,"squid long finned",c(-70.5970133682507, 43.1580824832781)
"1177",NA,"2012","10",NA,"squid long finned",c(-68.3038748114916, 44.0348400262604)
"1178","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1179",NA,"2012","10",NA,"squid long finned",c(-69.0454245161279, 43.5530951275694)
"1180",NA,"2006","10",NA,"squid long finned",c(-70.3983347792669, 42.9430153450146)
"1181",NA,"2007","10",NA,"squid long finned",c(-68.5901003710471, 43.9074903416988)
"1182",NA,"2014","09",NA,"squid long finned",c(-70.4822153592516, 43.0915151515392)
"1183",NA,"2013","05",NA,"squid long finned",c(-70.4057403178345, 43.2091450517312)
"1184","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1185","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1186",NA,"2001","10",NA,"squid long finned",c(-69.9423498147668, 43.5916503504622)
"1187","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.678333, 42.085833)
"1188",NA,"2002","10","12",NA,c(-67.50183, 42.06783)
"1189","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-65.6982, 42.4773)
"1190",NA,"2012","05",NA,"squid long finned",c(-70.3807752331556, 43.154150060976)
"1191",NA,"2003","05",NA,"squid long finned",c(-68.4751747217575, 44.289585046468)
"1192",NA,"2017","10",NA,"squid long finned",c(-68.4727955293314, 44.3642652493688)
"1193","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.9415, 43.0147)
"1194","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-67.105333, 44.142667)
"1195","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1196",NA,"2013","05",NA,"squid long finned",c(-69.7762403454423, 43.5700850584457)
"1197",NA,"2015","10",NA,"squid long finned",c(-68.0247101051253, 44.2626650077064)
"1198",NA,"2000","10","5",NA,c(-66.942, 42.1365)
"1199","MARITIMES SPRING RESEARCH VESSEL SURVEY","2019","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.472833, 42.620333)
"1200",NA,"2014","10",NA,"squid long finned",c(-68.25595023483, 44.0463900571161)
"1201",NA,"2002","11",NA,"squid long finned",c(-67.7637356625229, 44.2476352211622)
"1202","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.875667, 42.468833)
"1203","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1204","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-65.4257, 42.362)
"1205",NA,"2000","12",NA,"squid long finned",c(-67.2034995986664, 44.451200040522)
"1206","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.9415, 43.0147)
"1207","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-67.254167, 42.097667)
"1208",NA,"2016","05",NA,"squid long finned",c(-70.0091503959318, 43.7267700548709)
"1209",NA,"2016","10",NA,"squid long finned",c(-67.6192604326679, 44.3316451434761)
"1210","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2015","07",NA,NA,c(-65.2888, 42.6862)
"1211","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1212","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.869333, 42.256667)
"1213",NA,"2011","05",NA,"squid long finned",c(-70.3012584127324, 43.5218753748585)
"1214",NA,"2000","11",NA,"squid long finned",c(-69.9136504666207, 43.7158000481251)
"1215","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1216","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.638, 42.591667)
"1217",NA,"2019","05",NA,"squid long finned",c(-67.3854030748444, 44.5569905029707)
"1218","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1219","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-64.519333, 42.878667)
"1220",NA,"2016","05",NA,"squid long finned",c(-68.6696855575306, 43.948680191977)
"1221","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2016","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.170333, 42.146333)
"1222","MARITIMES SPRING RESEARCH VESSEL SURVEY","2013","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.847833, 42.057667)
"1223",NA,"2008","11","14",NA,c(-70.23944, 42.31239)
"1224",NA,"2013","10",NA,"squid long finned",c(-68.6655297551334, 43.7874251796514)
"1225",NA,"2016","10",NA,"squid long finned",c(-68.1257304941105, 44.1357001981382)
"1226",NA,"2008","10",NA,"squid long finned",c(-67.676170387092, 44.3073302536124)
"1227","MARITIMES SPRING RESEARCH VESSEL SURVEY","2012","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-66.460167, 42.1035)
"1228","MARITIMES SPRING RESEARCH VESSEL SURVEY","2016","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-65.581667, 42.264167)
"1229","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.257333, 42.392667)
"1230",NA,"2004","10",NA,"squid long finned",c(-70.577085483477, 42.9095851638322)
"1231","MARITIMES SPRING RESEARCH VESSEL SURVEY","2017","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-68.9455, 42.107167)
"1232",NA,"2017","10",NA,"squid long finned",c(-70.4340353383412, 42.9184752619524)
"1233","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.746, 42.908333)
"1234","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"1235","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.265667, 42.738667)
"1236",NA,"2017","05",NA,"squid long finned",c(-70.1958104493514, 43.5091800876489)
"1237","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2012","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-65.466667, 44.981333)
"1238",NA,"2000","04","1",NA,c(-67.2555, 43.47967)
"1239",NA,"2001","10",NA,"squid long finned",c(-68.0671494170052, 44.2088503518923)
"1240",NA,"2006","10",NA,"squid long finned",c(-69.1482252385826, 43.9642752319223)
"1241",NA,"2005","10",NA,"squid long finned",c(-69.4857503099675, 43.8342500370881)
"1242",NA,"2007","10","151",NA,c(-70.24026, 42.43376)
"1243","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"1244","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2014","07",NA,NA,c(-66.5733, 42.7167)
"1245",NA,"2016","10",NA,"squid long finned",c(-67.7434905509062, 44.3455102200281)
"1246","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2014","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.015333, 42.712667)
"1247","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.399833, 43.793667)
"1248",NA,"2013","05",NA,"squid long finned",c(-68.7546252220075, 43.911040022426)
"1249",NA,"2006","10",NA,"squid long finned",c(-69.0985854107971, 43.7171250880139)
"1250",NA,"2005","10",NA,"squid long finned",c(-68.8671645413728, 44.0061852856339)
"1251",NA,"2007","10",NA,"squid long finned",c(-69.7096604460849, 43.6352000883287)
"1252","MARITIMES SPRING RESEARCH VESSEL SURVEY","2014","03",NA,"LONGFIN SQUID, LONGFIN INSHORE SQUID",c(-64.6135, 42.696333)
"1253","MARITIMES SUMMER RESEARCH VESSEL SURVEY","2015","07",NA,"LONGFIN SQUID;LONGFIN INSHORE SQUID",c(-66.55, 43.946333)
"1254",NA,"2010","06",NA,"squid long finned",c(-67.577200452421, 44.2663601407109)
"1255","DATRAS: ICES Database of trawl surveys, survey: Can-Mar","2013","07",NA,NA,c(-65.976, 42.7073)
"1256",NA,"2006","10",NA,"squid long finned",c(-68.1314252222502, 44.2909250219105)
